date,traffic_id,available_impressions
2026-05-15,T02,245504520
2026-05-15,T03,192896408
2026-05-15,T04,230160487
2026-05-16,T01,256136819
2026-05-16,T02,220671721
2026-05-16,T03,173384923
2026-05-16,T04,206879738
2026-05-17,T01,259039099
2026-05-17,T02,223172146
2026-05-17,T03,175349544
2026-05-17,T04,209223887
2026-05-18,T01,290526071
2026-05-18,T02,250299384
2026-05-18,T03,196663802
2026-05-18,T04,234655673
2026-05-19,T01,290024832
2026-05-19,T02,249867547
2026-05-19,T03,196324501
2026-05-19,T04,234250826
2026-05-20,T01,284523566
2026-05-20,T02,245127995
2026-05-20,T03,192600567
2026-05-20,T04,229807495
2026-05-21,T01,287211441
2026-05-21,T02,247443703
2026-05-21,T03,194420052
2026-05-21,T04,231978471
2026-05-22,T01,289611885
2026-05-22,T02,249511778
2026-05-22,T03,196044968
2026-05-22,T04,233917292
2026-05-23,T01,258581903
2026-05-23,T02,222778255
2026-05-23,T03,175040058
2026-05-23,T04,208854614
2026-05-24,T01,253569962
2026-05-24,T02,218460275
2026-05-24,T03,171647359
2026-05-24,T04,204806508
2026-05-25,T01,291432267
2026-05-25,T02,251080107
2026-05-25,T03,197277226
2026-05-25,T04,235387600
2026-05-26,T01,295316694
2026-05-26,T02,254426690
2026-05-26,T03,199906685
2026-05-26,T04,238525022
2026-05-27,T01,284625490
2026-05-27,T02,245215806
2026-05-27,T03,192669562
2026-05-27,T04,229889818
2026-05-28,T01,285258123
2026-05-28,T02,245760844
2026-05-28,T03,193097806
2026-05-28,T04,230400791
2026-05-29,T01,285702838
2026-05-29,T02,246143983
2026-05-29,T03,193398844
2026-05-29,T04,230759984
2026-05-30,T01,269026884
2026-05-30,T02,231777008
2026-05-30,T03,182110506
2026-05-30,T04,217290945
2026-05-31,T01,259195624
2026-05-31,T02,223306999
2026-05-31,T03,175455499
2026-05-31,T04,209350312
2026-06-01,T01,341513853
2026-06-01,T02,294227319
2026-06-01,T03,231178608
2026-06-01,T04,275838112
2026-06-02,T01,347440704
2026-06-02,T02,299333530
2026-06-02,T03,235190630
2026-06-02,T04,280625184
2026-06-03,T01,344304420
2026-06-03,T02,296631500
2026-06-03,T03,233067607
2026-06-03,T04,278092031
2026-06-04,T01,339369253
2026-06-04,T02,292379664
2026-06-04,T03,229726879
2026-06-04,T04,274105935
2026-06-05,T01,340325166
2026-06-05,T02,293203220
2026-06-05,T03,230373958
2026-06-05,T04,274878019
2026-06-06,T01,317091554
2026-06-06,T02,273186570
2026-06-06,T03,214646590
2026-06-06,T04,256112409
2026-06-07,T01,309314323
2026-06-07,T02,266486186
2026-06-07,T03,209382003
2026-06-07,T04,249830799
2026-06-08,T01,338518058
2026-06-08,T02,291646327
2026-06-08,T03,229150685
2026-06-08,T04,273418431
2026-06-09,T01,344048176
2026-06-09,T02,296410736
2026-06-09,T03,232894150
2026-06-09,T04,277885065
2026-06-10,T01,351806952
2026-06-10,T02,303095220
2026-06-10,T03,238146244
2026-06-10,T04,284151769
2026-06-11,T01,338303954
2026-06-11,T02,291461868
2026-06-11,T03,229005753
2026-06-11,T04,273245501
2026-06-12,T01,339639488
2026-06-12,T02,292612482
2026-06-12,T03,229909807
2026-06-12,T04,274324202
2026-06-13,T01,312407191
2026-06-13,T02,269150811
2026-06-13,T03,211475637
2026-06-13,T04,252328885
2026-06-14,T01,319613849
2026-06-14,T02,275359623
2026-06-14,T03,216353990
2026-06-14,T04,258149647
2026-06-15,T01,342498178
2026-06-15,T02,295075354
2026-06-15,T03,231844921
2026-06-15,T04,276633144
2026-06-16,T01,338114948
2026-06-16,T02,291299032
2026-06-16,T03,228877810
2026-06-16,T04,273092842
2026-06-17,T01,345395481
2026-06-17,T02,297571491
2026-06-17,T03,233806171
2026-06-17,T04,278973273
2026-06-18,T01,349881734
2026-06-18,T02,301436571
2026-06-18,T03,236843020
2026-06-18,T04,282596785
2026-06-19,T01,343352322
2026-06-19,T02,295811231
2026-06-19,T03,232423110
2026-06-19,T04,277323029
2026-06-20,T01,307616964
2026-06-20,T02,265023846
2026-06-20,T03,208233022
2026-06-20,T04,248459855
2026-06-21,T01,253874889
2026-06-21,T02,218722982
2026-06-21,T03,171853771
2026-06-21,T04,205052795
2026-06-22,T01,288128253
2026-06-22,T02,248233572
2026-06-22,T03,195040663
2026-06-22,T04,232718973
2026-06-23,T01,280344283
2026-06-23,T02,241527382
2026-06-23,T03,189771514
2026-06-23,T04,226431920
2026-06-24,T01,278259232
2026-06-24,T02,239731030
2026-06-24,T03,188360095
2026-06-24,T04,224747841
2026-06-25,T01,279578260
2026-06-25,T02,240867424
2026-06-25,T03,189252976
2026-06-25,T04,225813210
2026-06-26,T01,289038163
2026-06-26,T02,249017494
2026-06-26,T03,195656602
2026-06-26,T04,233453901
2026-06-27,T01,250729328
2026-06-27,T02,216012959
2026-06-27,T03,169724468
2026-06-27,T04,202512149
2026-06-28,T01,251310503
2026-06-28,T02,216513664
2026-06-28,T03,170117879
2026-06-28,T04,202981560
2026-06-29,T01,278846940
2026-06-29,T02,240237364
2026-06-29,T03,188757929
2026-06-29,T04,225222529
2026-06-30,T01,284992105
2026-06-30,T02,245531660
2026-06-30,T03,192917732
2026-06-30,T04,230185931
2026-07-01,T01,276669582
2026-07-01,T02,238361486
2026-07-01,T03,187284025
2026-07-01,T04,223463893
2026-07-02,T01,274437586
2026-07-02,T02,236438536
2026-07-02,T03,185773135
2026-07-02,T04,221661127
2026-07-03,T01,276819995
2026-07-03,T02,238491073
2026-07-03,T03,187385843
2026-07-03,T04,223585380
2026-07-04,T01,246349771
2026-07-04,T02,212239803
2026-07-04,T03,166759845
2026-07-04,T04,198974815
2026-07-05,T01,248968479
2026-07-05,T02,214495920
2026-07-05,T03,168532508
2026-07-05,T04,201089925
2026-07-06,T01,276448597
2026-07-06,T02,238171099
2026-07-06,T03,187134435
2026-07-06,T04,223285405
2026-07-07,T01,273401188
2026-07-07,T02,235545639
2026-07-07,T03,185071573
2026-07-07,T04,220824036
2026-07-08,T01,270654649
2026-07-08,T02,233179390
2026-07-08,T03,183212378
2026-07-08,T04,218605678
2026-07-09,T01,275121742
2026-07-09,T02,237027962
2026-07-09,T03,186236256
2026-07-09,T04,222213715
2026-07-10,T01,292774688
2026-07-10,T02,252236654
2026-07-10,T03,198185943
2026-07-10,T04,236471864
2026-07-11,T01,271533778
2026-07-11,T02,233936794
2026-07-11,T03,183807481
2026-07-11,T04,219315744
2026-07-12,T01,264450019
2026-07-12,T02,227833862
2026-07-12,T03,179012320
2026-07-12,T04,213594246
2026-07-13,T01,275976733
2026-07-13,T02,237764570
2026-07-13,T03,186815019
2026-07-13,T04,222904285
2026-07-14,T01,298877385
2026-07-14,T02,257494362
2026-07-14,T03,202316999
2026-07-14,T04,241400964
2026-07-15,T01,280758445
2026-07-15,T02,241884199
2026-07-15,T03,190051871
2026-07-15,T04,226766437
2026-07-16,T01,294343014
2026-07-16,T02,253587828
2026-07-16,T03,199247579
2026-07-16,T04,237738589
2026-07-17,T01,283974660
2026-07-17,T02,244655092
2026-07-17,T03,192229000
2026-07-17,T04,229364148
2026-07-18,T01,272576821
2026-07-18,T02,234835415
2026-07-18,T03,184513540
2026-07-18,T04,220158201
2026-07-19,T01,251746660
2026-07-19,T02,216889430
2026-07-19,T03,170413123
2026-07-19,T04,203333840
2026-07-20,T01,305502767
2026-07-20,T02,263202384
2026-07-20,T03,206801873
2026-07-20,T04,246752235
2026-07-21,T01,291423925
2026-07-21,T02,251072920
2026-07-21,T03,197271580
2026-07-21,T04,235380862
2026-07-22,T01,307936818
2026-07-22,T02,265299412
2026-07-22,T03,208449538
2026-07-22,T04,248718199
2026-07-23,T01,292450130
2026-07-23,T02,251957035
2026-07-23,T03,197966242
2026-07-23,T04,236209721
2026-07-24,T01,303020401
2026-07-24,T02,261063730
2026-07-24,T03,205121502
2026-07-24,T04,244747247
2026-07-25,T01,263409303
2026-07-25,T02,226937246
2026-07-25,T03,178307836
2026-07-25,T04,212753668
